date,region,district,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice,month,year,price_pct_change
2025-06-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,200.0,0.12,6,2025,-16.666666666666664
2025-04-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,4,2025,
2025-05-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,5,2025,0.0
2025-06-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,393.33,0.23,6,2025,31.109999999999992
2025-07-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,400.0,0.23,7,2025,1.695777082856642
2025-08-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,500.0,0.29,8,2025,25.0
2025-04-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,4,2025,
2025-05-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,5,2025,0.0
2025-06-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,253.33,0.15,6,2025,-15.556666666666663
2025-07-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,275.0,0.16,7,2025,8.554059921841063
2025-08-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,250.0,0.14,8,2025,-9.090909090909093
2025-04-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,450.0,0.26,4,2025,
2025-05-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,450.0,0.26,5,2025,0.0
2025-06-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,496.67,0.29,6,2025,10.371111111111109
2025-07-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,7,2025,0.6704652988906101
2025-08-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,8,2025,0.0
2025-10-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,10,2025,0.0
2025-11-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,11,2025,0.0
2025-12-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,525.0,0.3,12,2025,5.000000000000004
2026-01-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,1,2026,-4.761904761904767
2026-02-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,2,2026,0.0
2025-04-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1500.0,0.87,4,2025,
2025-05-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1800.0,1.04,5,2025,19.999999999999996
2025-06-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,2000.0,1.15,6,2025,11.111111111111116
2025-07-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,2000.0,1.15,7,2025,0.0
2025-08-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,2000.0,1.15,8,2025,0.0
2025-04-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1500.0,0.87,4,2025,
2025-05-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1800.0,1.04,5,2025,19.999999999999996
2025-06-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,2000.0,1.15,6,2025,11.111111111111116
2025-07-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,2000.0,1.15,7,2025,0.0
2025-08-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,2000.0,1.15,8,2025,0.0
2025-04-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,300.0,0.17,4,2025,
2025-05-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,300.0,0.17,5,2025,0.0
2025-06-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,253.33,0.15,6,2025,-15.556666666666663
2025-07-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,275.0,0.16,7,2025,8.554059921841063
2025-08-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,250.0,0.14,8,2025,-9.090909090909093
2025-04-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,165.0,0.096,4,2025,
2025-05-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,140.0,0.081,5,2025,-15.151515151515149
2025-06-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,193.33,0.11,6,2025,38.09285714285715
2025-07-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,7,2025,3.450059483784207
2025-08-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,250.0,0.14,8,2025,25.0
2025-05-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,200.0,0.12,5,2025,
2025-06-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,200.0,0.12,6,2025,0.0
2025-07-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,300.0,0.17,7,2025,50.0
2025-08-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,300.0,0.17,8,2025,0.0
2025-04-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,230.0,0.13,4,2025,
2025-05-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,210.0,0.12,5,2025,-8.695652173913048
2025-06-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,290.0,0.17,6,2025,38.095238095238095
2025-07-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,375.0,0.22,7,2025,29.31034482758621
2025-08-15,Southern Region,Balaka,Mbela,2234,-14.91,35.06,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,400.0,0.23,8,2025,6.666666666666665
2025-04-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,300.0,0.17,4,2025,
2025-05-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,282.35,0.16,5,2025,-5.883333333333329
2025-06-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,250.0,0.14,6,2025,-11.457411014698081
2025-04-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,4,2025,
2025-05-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,5,2025,0.0
2025-06-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,6,2025,0.0
2025-07-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,500.0,0.29,7,2025,66.66666666666667
2025-05-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,5,2025,
2025-06-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,6,2025,0.0
2025-07-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,7,2025,0.0
2025-08-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,8,2025,0.0
2025-04-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,450.0,0.26,4,2025,
2025-05-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,467.65,0.27,5,2025,3.922222222222227
2025-06-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,497.67,0.29,6,2025,6.419330696033376
2025-07-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,7,2025,0.4681817268471056
2025-08-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,8,2025,0.0
2025-09-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,9,2025,0.0
2025-10-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,536.84,0.31,10,2025,7.367999999999997
2025-11-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,538.89,0.31,11,2025,0.38186424260486795
2025-12-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,550.0,0.32,12,2025,2.0616452337211655
2026-01-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,1,2026,-9.090909090909093
2026-03-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,3,2026,0.0
2025-04-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1500.0,0.87,4,2025,
2025-05-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1382.35,0.8,5,2025,-7.8433333333333355
2025-06-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,1983.33,1.14,6,2025,43.47524143668391
2025-07-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,2000.0,1.15,7,2025,0.8405056142951617
2025-08-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Fish (bonya),1231,Heap,aggregate,Retail,MWK,2000.0,1.15,8,2025,0.0
2025-04-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1500.0,0.87,4,2025,
2025-05-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1382.35,0.8,5,2025,-7.8433333333333355
2025-06-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,1983.33,1.14,6,2025,43.47524143668391
2025-07-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,2000.0,1.15,7,2025,0.8405056142951617
2025-08-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,"meat, fish and eggs",Fish (matemba),1232,Heap,aggregate,Retail,MWK,2000.0,1.15,8,2025,0.0
2025-05-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,300.0,0.17,5,2025,
2025-06-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,300.0,0.17,6,2025,0.0
2025-07-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,300.0,0.17,7,2025,0.0
2025-08-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Mustard leaves,1222,Bunch,aggregate,Retail,MWK,300.0,0.17,8,2025,0.0
2025-04-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,150.0,0.087,4,2025,
2025-05-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,111.76,0.064,5,2025,-25.493333333333336
2025-06-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,193.33,0.11,6,2025,72.98675733715103
2025-07-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,7,2025,3.450059483784207
2025-08-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Onions,173,Unit,aggregate,Retail,MWK,200.0,0.12,8,2025,0.0
2025-04-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,200.0,0.12,4,2025,
2025-05-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,200.0,0.12,5,2025,0.0
2025-06-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,200.0,0.12,6,2025,0.0
2025-07-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,300.0,0.17,7,2025,50.0
2025-08-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Pumpkin leaves,1223,Bunch,aggregate,Retail,MWK,200.0,0.12,8,2025,-33.333333333333336
2025-04-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,300.0,0.17,4,2025,
2025-05-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,197.06,0.11,5,2025,-34.31333333333333
2025-06-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,335.0,0.19,6,2025,69.9989850806861
2025-07-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,300.0,0.17,7,2025,-10.447761194029848
2025-08-15,Southern Region,Balaka,Phalula,2235,-15.22,34.89,vegetables and fruits,Tomatoes (medium size),1008,Unit,aggregate,Retail,MWK,425.0,0.25,8,2025,41.66666666666667
2020-11-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.065,1,2021,0.0
2021-02-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,0.0
2025-04-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,270.0,0.16,4,2025,440.00000000000006
2025-05-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,200.0,0.12,5,2025,-25.92592592592593
2025-06-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,cereals and tubers,Amaranthus,720,Heap,aggregate,Retail,MWK,200.0,0.12,6,2025,0.0
2020-11-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.065,1,2021,0.0
2021-02-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,0.0
2025-04-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,4,2025,500.0
2025-05-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,5,2025,0.0
2025-06-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,6,2025,0.0
2025-07-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,200.0,0.12,7,2025,-33.333333333333336
2025-08-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Beans leaves,1235,Heap,aggregate,Retail,MWK,300.0,0.17,8,2025,50.0
2020-11-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.065,1,2021,0.0
2021-02-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Blackjack leaves,1236,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,0.0
2020-11-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,50.0,0.065,1,2021,0.0
2021-02-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,50.0,0.066,2,2021,0.0
2025-05-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,5,2025,500.0
2025-06-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,6,2025,0.0
2025-07-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,7,2025,0.0
2025-08-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cabbage (chinese),843,Bunch,aggregate,Retail,MWK,300.0,0.17,8,2025,0.0
2020-11-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.067,11,2020,
2020-12-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.067,12,2020,0.0
2021-01-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.065,1,2021,0.0
2021-02-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,vegetables and fruits,Cowpea leaves,898,Heap,aggregate,Retail,MWK,50.0,0.066,2,2021,0.0
2020-11-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,11,2020,
2020-12-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,12,2020,0.0
2021-01-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,1,2021,0.0
2021-02-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,100.0,0.13,2,2021,0.0
2025-04-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,465.0,0.27,4,2025,365.00000000000006
2025-05-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,5,2025,7.526881720430101
2025-06-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,6,2025,0.0
2025-07-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,7,2025,0.0
2025-08-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,8,2025,0.0
2025-09-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,525.0,0.3,9,2025,5.000000000000004
2025-10-15,Southern Region,Balaka,Ulongwe,2236,-14.85,35.17,"meat, fish and eggs",Eggs,92,Unit,aggregate,Retail,MWK,500.0,0.29,10,2025,-4.761904761904767
